# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  3 21:14:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
#
pl_name,default_flag,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj
HD 62509 b,1,Radial Velocity,2006,589.64000000,,,731.00000,2.30000
HD 63433 b,1,Transit,2020,7.10793000,2.150,0.192,,
HD 63433 c,1,Transit,2020,20.54530000,2.670,0.238,,
HD 63454 b,1,Radial Velocity,2005,2.81805000,,,79.45750,0.25000
HD 63765 b,1,Radial Velocity,2009,358.00000000,,,168.44990,0.53000
HD 64114 b,1,Radial Velocity,2019,45.79100000,,,17.80000,0.05600
HD 6434 b,1,Radial Velocity,2003,21.99800000,,,155.73670,0.49000
HD 65216 b,1,Radial Velocity,2003,577.60000000,,,411.58985,1.29500
HD 65216 c,1,Radial Velocity,2013,5370.00000000,,,645.19490,2.03000
HD 66141 b,1,Radial Velocity,2012,480.50000000,,,1906.90000,6.00000
HD 66428 b,1,Radial Velocity,2005,2263.12000000,,,1018.32732,3.20400
HD 67087 b,1,Radial Velocity,2015,352.20000000,,,973.00000,3.06000
HD 67087 c,1,Radial Velocity,2015,2374.00000000,,,1540.00000,4.85000
HD 6718 b,1,Radial Velocity,2009,2496.00000000,,,533.95440,1.68000
HD 68402 b,1,Radial Velocity,2016,1103.00000000,,,975.73810,3.07000
HD 68988 b,1,Radial Velocity,2001,6.27711000,,,626.12510,1.97000
HD 69830 b,1,Radial Velocity,2006,8.66700000,,,10.20000,0.03210
HD 69830 c,1,Radial Velocity,2006,31.56000000,,,11.80000,0.03710
HD 69830 d,1,Radial Velocity,2006,197.00000000,,,18.10000,0.05700
HD 70573 b,1,Radial Velocity,2007,851.80000000,,,1900.00000,6.10000
HD 70642 b,1,Radial Velocity,2003,2124.54000000,,,633.43519,1.99300
HD 7199 b,1,Radial Velocity,2011,615.00000000,,,85.81410,0.27000
HD 72490 b,1,Transit,2018,858.00000000,,,561.92344,1.76800
HD 72659 b,1,Radial Velocity,2002,3658.00000000,,,1223.64550,3.85000
HD 72892 b,1,Radial Velocity,2016,39.47500000,,,1732.17350,5.45000
HD 73267 b,1,Radial Velocity,2008,1245.36000000,,,984.31951,3.09700
HD 73526 b,1,Radial Velocity,2002,188.30000000,,,978.91640,3.08000
HD 73526 c,1,Radial Velocity,2005,379.10000000,,,715.09000,2.25000
HD 73534 b,1,Radial Velocity,2008,1750.00000000,,,353.42696,1.11200
HD 74156 b,1,Radial Velocity,2003,51.64500000,,,572.07000,1.80000
HD 74156 c,1,Radial Velocity,2003,2473.00000000,,,2561.60000,8.06000
HD 7449 b,1,Radial Velocity,2011,1255.50000000,,,161.45764,0.50800
HD 75289 b,1,Radial Velocity,1999,3.50927000,,,155.73670,0.49000
HD 75784 b,1,Radial Velocity,2014,341.20000000,,,317.83000,1.00000
HD 75784 c,1,Radial Velocity,2018,7900.00000000,,,1792.56120,5.64000
HD 75898 b,1,Radial Velocity,2007,422.90000000,,,861.31930,2.71000
HD 76700 b,1,Radial Velocity,2002,3.97097000,,,66.74430,0.21000
HD 76920 b,1,Radial Velocity,2017,415.40000000,,,1249.07190,3.93000
HD 77338 b,1,Radial Velocity,2012,5.73610000,,,19.06980,0.06000
HD 7924 b,1,Radial Velocity,2008,5.39792000,,,6.35660,0.02000
HD 7924 c,1,Radial Velocity,2015,15.29900000,,,7.86000,0.02473
HD 7924 d,1,Radial Velocity,2015,24.45100000,,,6.44000,0.02026
HD 79498 b,1,Radial Velocity,2011,1807.00000000,,,425.89220,1.34000
HD 80606 b,1,Radial Velocity,2001,111.43670000,11.994,1.070,1392.09540,4.38000
HD 80653 b,1,Transit,2020,0.71957300,1.613,0.144,5.60000,0.01762
HD 81040 b,1,Radial Velocity,2005,1001.70001000,,,2310.62410,7.27000
HD 81688 b,1,Radial Velocity,2007,184.02000000,,,858.10000,2.70000
HD 81817 b,1,Radial Velocity,2020,1047.10000000,,,8613.19300,27.10000
HD 82886 b,1,Radial Velocity,2011,705.00000000,,,740.54390,2.33000
HD 82943 b,1,Radial Velocity,2003,441.47000000,,,534.25000,1.68100
HD 82943 c,1,Radial Velocity,2003,220.07800000,,,622.60300,1.95900
HD 8326 b,1,Radial Velocity,2019,158.99100000,,,66.60000,0.20955
HD 83443 b,1,Radial Velocity,2002,2.98570000,,,108.06220,0.34000
HD 8535 b,1,Radial Velocity,2010,1313.00000000,,,216.12440,0.68000
HD 85390 b,1,Radial Velocity,2009,799.52000000,,,31.46517,0.09900
HD 85512 b,1,Radial Velocity,2011,58.43000000,,,3.17830,0.01000
HD 8574 b,1,Radial Velocity,2002,227.00000000,,,645.19490,2.03000
HD 86081 b,1,Radial Velocity,2006,2.13784310,,,470.38840,1.48000
HD 86226 b,1,Radial Velocity,2009,1628.00000000,,,143.02350,0.45000
HD 86226 c,1,Transit,2020,3.98442000,2.160,0.193,7.25000,0.02281
HD 86264 b,1,Radial Velocity,2009,1475.00000000,,,2224.81000,7.00000
HD 8673 b,1,Radial Velocity,2009,1634.00000000,,,4513.00000,14.20000
HD 86950 b,1,Radial Velocity,2016,1270.00000000,,,1144.18800,3.60000
HD 87646 b,1,Radial Velocity,2016,13.48100000,,,3941.09200,12.40000
HD 87883 b,1,Radial Velocity,2009,2754.00000000,,,489.45820,1.54000
HD 88133 b,1,Radial Velocity,2004,3.41488400,,,90.42263,0.28450
HD 89307 b,1,Radial Velocity,2009,2166.00000000,,,670.62130,2.11000
HD 89345 b,1,Transit,2018,11.81430000,7.398,0.660,34.96130,0.11000
HD 89744 b,1,Radial Velocity,1999,256.78000000,,,2653.88050,8.35000
HD 90156 b,1,Radial Velocity,2009,49.77000000,,,17.98000,0.05700
HD 9174 b,1,Radial Velocity,2016,1179.00000000,,,352.79130,1.11000
HD 92788 b,1,Radial Velocity,2000,325.80300000,,,1195.04080,3.76000
HD 92788 c,1,Radial Velocity,2019,11611.29750000,,,1166.43610,3.67000
HD 92987 b,1,Radial Velocity,2019,10354.83750000,,,5364.97040,16.88000
HD 93083 b,1,Radial Velocity,2005,143.58000000,,,117.59000,0.37000
HD 9446 b,1,Radial Velocity,2009,30.05200000,,,222.47200,0.70000
HD 9446 c,1,Radial Velocity,2009,192.90000000,,,578.42600,1.82000
HD 94834 b,1,Radial Velocity,2018,1576.00000000,,,400.46580,1.26000
HD 95086 b,1,Imaging,2013,,,,1589.00000,5.00000
HD 95089 b,1,Radial Velocity,2009,464.40000000,,,400.46580,1.26000
HD 95089 c,1,Radial Velocity,2018,1785.00000000,,,1096.51350,3.45000
HD 95127 b,1,Radial Velocity,2015,482.00000000,,,3378.53290,10.63000
HD 95338 b,1,Radial Velocity,2020,55.08700000,3.890,0.347,42.44000,0.13353
HD 95872 b,1,Radial Velocity,2015,4375.00000000,,,1188.68420,3.74000
HD 96063 b,1,Radial Velocity,2011,362.50000000,,,403.64410,1.27000
HD 96127 b,1,Radial Velocity,2011,647.29999000,,,6661.71680,20.96000
HD 96167 b,1,Radial Velocity,2009,498.04000000,,,227.88411,0.71700
HD 96992 b,1,Radial Velocity,2021,514.00000000,,,362.32620,1.14000
HD 97048 b,1,Disk Kinematics,2019,,,,794.57500,2.50000
HD 97658 b,1,Radial Velocity,2010,9.49090000,2.354,0.210,8.88263,0.02795
HD 98219 b,1,Radial Velocity,2011,433.80000000,,,624.21812,1.96400
HD 98649 b,1,Radial Velocity,2012,6022.97250000,,,2158.06570,6.79000
HD 98736 b,1,Radial Velocity,2018,968.80000000,,,740.54390,2.33000
HD 99109 b,1,Radial Velocity,2005,439.29999000,,,139.84520,0.44000
HD 99492 b,1,Radial Velocity,2004,17.04310000,,,22.24810,0.07000
HD 99706 b,1,Radial Velocity,2011,841.00000000,,,390.93090,1.23000
HD 99706 c,1,Radial Velocity,2018,1278.00000000,,,1808.45270,5.69000
HIP 105854 b,1,Radial Velocity,2014,184.20000000,,,2606.10000,8.20000
HIP 107772 b,1,Radial Velocity,2020,55.19900000,,,12.90000,0.04059
HIP 107773 b,1,Radial Velocity,2015,144.30000000,,,629.30340,1.98000
HIP 109384 b,1,Radial Velocity,2016,499.48000000,,,495.81480,1.56000
HIP 109600 b,1,Radial Velocity,2016,232.08000000,,,851.78440,2.68000
HIP 114933 b,1,Radial Velocity,2021,1481.60000000,,,616.58711,1.94000
HIP 116454 b,1,Transit,2014,9.12050000,2.466,0.220,12.71320,0.04000
HIP 12961 b,1,Radial Velocity,2010,57.43500000,,,114.41880,0.36000
HIP 14810 b,1,Radial Velocity,2005,6.67389200,,,1239.53700,3.90000
HIP 14810 c,1,Radial Velocity,2006,147.74700000,,,416.35730,1.31000
HIP 14810 d,1,Radial Velocity,2009,981.80000000,,,187.51970,0.59000
HIP 35173 b,1,Radial Velocity,2019,41.51600000,,,12.70000,0.03996
HIP 38594 b,1,Radial Velocity,2020,60.72200000,,,8.10000,0.02549
HIP 38594 c,1,Radial Velocity,2020,3477.76800000,,,48.40000,0.15228
HIP 41378 b,1,Transit,2016,15.57209800,,,,
HIP 41378 c,1,Transit,2016,31.70648000,,,,
HIP 41378 d,1,Transit,2016,1114.00000000,,,,
HIP 41378 e,1,Transit,2016,,,,,
HIP 41378 f,1,Transit,2016,1084.00000000,,,,
HIP 4845 b,1,Radial Velocity,2020,34.15000000,,,14.40000,0.04531
HIP 48714 b,1,Radial Velocity,2020,17.81800000,,,22.90000,0.07205
HIP 5158 b,1,Radial Velocity,2009,345.72000000,,,451.00000,1.42000
HIP 5158 c,1,Radial Velocity,2011,9017.76000000,,,4780.16320,15.04000
HIP 54373 b,1,Radial Velocity,2019,7.76000000,,,8.62000,0.02712
HIP 54373 c,1,Radial Velocity,2019,15.14400000,,,12.44000,0.03914
HIP 56640 b,1,Radial Velocity,2021,2574.90000000,,,1166.43025,3.67000
HIP 57274 b,1,Radial Velocity,2011,8.13520000,,,6.35660,0.02000
HIP 57274 c,1,Radial Velocity,2011,32.03000000,,,130.00000,0.40902
HIP 57274 d,1,Radial Velocity,2011,431.70000000,,,167.40000,0.52670
HIP 63242 b,1,Radial Velocity,2013,124.60000000,,,2917.56000,9.18000
HIP 65 A b,1,Transit,2020,0.98097340,22.754,2.030,1021.18779,3.21300
HIP 65407 b,1,Radial Velocity,2016,28.12500000,,,136.03124,0.42800
HIP 65407 c,1,Radial Velocity,2016,67.30000000,,,249.17872,0.78400
HIP 65426 b,1,Imaging,2017,,16.814,1.500,2860.47000,9.00000
HIP 65891 b,1,Radial Velocity,2015,1084.50000000,,,1906.98000,6.00000
HIP 67522 b,1,Transit,2020,6.95950300,10.070,0.898,,
HIP 67537 b,1,Radial Velocity,2017,2556.50000000,,,3527.91300,11.10000
HIP 67851 b,1,Radial Velocity,2015,88.90000000,,,438.60540,1.38000
HIP 67851 c,1,Radial Velocity,2015,2131.80000000,,,1900.62340,5.98000
HIP 70849 b,1,Radial Velocity,2009,17337.50000000,,,2860.00000,9.00000
HIP 71135 b,1,Radial Velocity,2019,87.19000000,,,18.80000,0.05915
HIP 74890 b,1,Radial Velocity,2016,822.30000000,,,762.79200,2.40000
HIP 75092 b,1,Radial Velocity,2021,926.40000000,,,568.91285,1.79000
HIP 78530 b,1,Imaging,2010,,,,7300.00000,23.00000
HIP 79098 AB b,1,Imaging,2019,,,,6515.51500,20.50000
HIP 79431 b,1,Radial Velocity,2009,111.70000000,,,667.41500,2.10000
HIP 8541 b,1,Radial Velocity,2016,1560.20000000,,,1748.06500,5.50000
HIP 90988 b,1,Radial Velocity,2021,453.90000000,,,622.94368,1.96000
HIP 91258 b,1,Radial Velocity,2013,5.05050000,,,346.43470,1.09000
HIP 97233 b,1,Radial Velocity,2014,1058.80000000,,,6356.30000,20.00000
HN Peg b,1,Imaging,2006,,11.777,1.051,6991.57000,21.99870
HR 2562 b,1,Imaging,2016,,12.442,1.110,9534.90000,30.00000
HR 5183 b,1,Radial Velocity,2019,27000.00000000,,,1026.59090,3.23000
HR 810 b,1,Radial Velocity,1999,302.79999000,,,721.47410,2.27000
HR 858 b,1,Transit,2019,3.58599000,2.085,0.186,,
HR 858 c,1,Transit,2019,5.97293000,1.939,0.173,,
HR 858 d,1,Transit,2019,11.23000000,2.164,0.193,,
HR 8799 b,1,Imaging,2008,170000.00000000,13.000,1.200,2000.00000,7.00000
HR 8799 c,1,Imaging,2008,69000.00000000,13.000,1.200,3000.00000,10.00000
HR 8799 d,1,Imaging,2008,37000.00000000,13.000,1.200,3000.00000,10.00000
HR 8799 e,1,Imaging,2010,,13.115,1.170,3178.30000,10.00000
HU Aqr AB b,1,Eclipse Timing Variations,2011,2390.00000000,,,1875.19700,5.90000
HU Aqr AB c,1,Eclipse Timing Variations,2011,4368.00000000,,,1430.23500,4.50000
HW Vir b,1,Eclipse Timing Variations,2012,4640.00000000,,,4602.90201,14.48228
IC 4651 9122 b,1,Radial Velocity,2018,734.00000000,,,2002.32900,6.30000
K2-10 b,1,Transit,2015,19.30440000,3.840,0.343,27.00000,0.08495
K2-100 b,1,Transit,2016,1.67383300,3.590,0.320,,
K2-101 b,1,Transit,2016,14.67728600,2.000,0.178,,
K2-102 b,1,Transit,2016,9.91561500,1.300,0.116,,
K2-104 b,1,Transit,2016,1.97423800,1.960,0.175,,
K2-105 b,1,Transit,2017,8.26770400,3.370,0.301,,
K2-107 b,1,Transit,2017,3.31395900,15.980,1.426,,
K2-108 b,1,Transit,2017,4.73399900,5.330,0.476,,
K2-11 b,1,Transit,2015,39.93767000,7.550,0.674,,
K2-110 b,1,Transit,2017,13.86387000,2.560,0.228,,
K2-111 b,1,Transit,2017,5.35180000,1.820,0.162,5.29000,0.01664
K2-111 c,1,Radial Velocity,2020,15.67850000,,,11.30000,0.03555
K2-113 b,1,Transit,2017,5.81768500,12.140,1.083,,
K2-114 b,1,Transit,2017,11.39101300,10.670,0.952,,
K2-115 b,1,Transit,2017,20.27261500,12.060,1.076,,
K2-116 b,1,Transit,2017,4.65541100,0.690,0.062,,
K2-117 b,1,Transit,2017,1.29160000,2.030,0.181,,
K2-117 c,1,Transit,2017,5.44401700,2.060,0.184,,
K2-118 b,1,Transit,2017,50.92092000,2.540,0.227,,
K2-119 b,1,Transit,2017,7.72728300,2.530,0.226,,
K2-12 b,1,Transit,2015,8.28212000,2.330,0.208,,
K2-120 b,1,Transit,2017,9.56274200,2.010,0.179,,
K2-121 b,1,Transit,2017,5.18576100,7.500,0.669,,
K2-122 b,1,Transit,2017,2.21928200,1.210,0.108,,
K2-123 b,1,Transit,2017,30.95152400,2.760,0.246,,
K2-124 b,1,Transit,2017,6.41365100,2.900,0.259,,
K2-125 b,1,Transit,2017,21.75026400,2.180,0.194,,
K2-126 b,1,Transit,2017,7.38565500,1.970,0.176,,
K2-127 b,1,Transit,2017,3.58816300,8.370,0.747,,
K2-128 b,1,Transit,2017,5.67581900,1.420,0.127,,
K2-129 b,1,Transit,2017,8.23949300,1.040,0.093,,
K2-13 b,1,Transit,2015,39.91488000,1.890,0.169,,
K2-130 b,1,Transit,2017,2.49412000,1.250,0.112,,
K2-131 b,1,Transit,2017,0.36931000,1.700,0.152,,
K2-132 b,1,Transit,2017,9.17510000,14.572,1.300,155.73670,0.49000
K2-133 b,1,Transit,2017,3.07133000,1.340,0.120,,
K2-133 c,1,Transit,2017,4.86784000,1.603,0.143,,
K2-133 d,1,Transit,2017,11.02454000,2.003,0.179,,
K2-133 e,1,Transit,2019,26.58410000,1.730,0.154,,
K2-136 b,1,Transit,2017,7.97529200,0.990,0.088,,
K2-136 c,1,Transit,2017,17.30713700,2.910,0.260,,
K2-136 d,1,Transit,2017,25.57506500,1.450,0.129,,
K2-137 b,1,Transit,2017,0.17971500,0.890,0.079,158.91500,0.50000
K2-138 b,1,Transit,2017,2.35309000,1.510,0.135,3.10000,0.00975
K2-138 c,1,Transit,2017,3.56004000,2.299,0.205,6.31000,0.01985
K2-138 d,1,Transit,2017,5.40479000,2.390,0.213,7.92000,0.02492
K2-138 e,1,Transit,2017,8.26146000,3.390,0.302,12.97000,0.04081
K2-138 f,1,Transit,2017,12.75758000,2.904,0.259,1.63000,0.00513
K2-138 g,1,Transit,2021,41.96797000,3.013,0.269,4.32000,0.01359
K2-139 b,1,Transit,2017,28.38061900,9.110,0.813,,
K2-14 b,1,Transit,2015,8.36802000,4.810,0.429,,
K2-140 b,1,Transit,2017,6.56918000,12.250,1.093,,
K2-141 b,1,Transit,2018,0.28032440,1.510,0.135,5.08000,0.01598
K2-141 c,1,Transit,2018,7.74850000,7.000,0.624,7.40000,0.02328
K2-146 b,1,Transit,2018,2.64460000,2.050,0.183,5.77000,0.01816
K2-146 c,1,Transit,2019,4.00498000,2.190,0.195,7.49000,0.02358
K2-147 b,1,Transit,2018,0.96191700,1.380,0.123,,
K2-148 b,1,Transit,2018,4.38395000,1.330,0.119,,
K2-148 c,1,Transit,2018,6.92260000,1.730,0.154,,
K2-148 d,1,Transit,2018,9.75790000,1.640,0.146,,
K2-149 b,1,Transit,2018,11.33200000,1.640,0.146,,
K2-15 b,1,Transit,2015,11.81040000,2.480,0.221,,
K2-150 b,1,Transit,2018,10.59357000,2.000,0.178,,
K2-151 b,1,Transit,2018,3.83547600,1.490,0.133,,
K2-152 b,1,Transit,2018,32.64790000,2.290,0.204,,
K2-153 b,1,Transit,2018,7.51574000,2.000,0.178,,
K2-154 b,1,Transit,2018,3.67626000,1.990,0.178,,
K2-154 c,1,Transit,2018,7.95486000,2.070,0.185,,
K2-155 b,1,Transit,2018,6.34200000,1.800,0.161,,
K2-155 c,1,Transit,2018,13.85000000,2.600,0.232,,
K2-155 d,1,Transit,2018,40.71800000,1.900,0.170,,
K2-156 b,1,Transit,2018,0.81314000,1.150,0.103,,
K2-157 b,1,Transit,2018,0.36525700,1.055,0.094,,
K2-158 b,1,Transit,2018,10.06049000,2.640,0.236,,
K2-158 c,1,Transit,2018,5.90279000,1.280,0.114,,
K2-159 b,1,Transit,2018,12.42205000,2.260,0.202,,
K2-16 b,1,Transit,2015,7.61880000,2.020,0.180,,
K2-16 c,1,Transit,2015,19.07863000,2.540,0.227,,
K2-160 b,1,Transit,2018,3.70587100,3.178,0.284,,
K2-161 b,1,Transit,2018,9.28318800,6.117,0.546,,
K2-162 b,1,Transit,2018,9.45889000,1.440,0.128,,
K2-163 b,1,Transit,2018,6.67311700,2.466,0.220,,
K2-164 b,1,Transit,2018,17.35506600,3.249,0.290,,
K2-165 b,1,Transit,2018,2.35499200,1.274,0.114,,
K2-165 c,1,Transit,2018,4.38274500,1.554,0.139,,
K2-165 d,1,Transit,2018,14.10136100,2.648,0.236,,
K2-166 b,1,Transit,2018,8.52695000,2.190,0.195,,
K2-167 b,1,Transit,2018,9.97748100,2.819,0.252,,
K2-168 b,1,Transit,2018,15.85230000,1.860,0.166,,
K2-169 b,1,Transit,2018,6.38080300,1.273,0.114,,
K2-17 b,1,Transit,2015,17.96753000,2.230,0.199,,
K2-170 b,1,Transit,2018,7.57654400,1.418,0.127,,
K2-170 c,1,Transit,2018,12.40004700,1.802,0.161,,
K2-171 b,1,Transit,2018,5.62846600,2.687,0.240,,
K2-172 b,1,Transit,2018,14.31694100,1.666,0.149,,
K2-172 c,1,Transit,2018,29.62682000,3.206,0.286,,
K2-173 b,1,Transit,2018,5.86869900,1.608,0.143,,
K2-174 b,1,Transit,2018,19.56230700,2.600,0.232,,
K2-175 b,1,Transit,2018,9.52598800,2.038,0.182,,
K2-176 b,1,Transit,2018,5.32943900,1.491,0.133,,
K2-177 b,1,Transit,2018,14.15518500,2.116,0.189,,
K2-178 b,1,Transit,2018,8.74781800,3.558,0.317,,
K2-179 b,1,Transit,2018,5.17219100,2.513,0.224,,
K2-18 b,1,Transit,2015,32.93962300,2.370,0.211,8.92000,0.02807
K2-18 c,1,Radial Velocity,2017,8.96200000,,,7.51000,0.02363
K2-180 b,1,Transit,2018,8.86720900,2.310,0.206,,
K2-181 b,1,Transit,2018,6.89425600,2.840,0.253,,
K2-182 b,1,Transit,2018,4.73683700,2.760,0.246,,
K2-183 b,1,Transit,2018,0.46926900,2.599,0.232,,
K2-183 c,1,Transit,2018,10.79263500,2.870,0.256,,
K2-183 d,1,Transit,2018,22.63196400,2.860,0.255,,
K2-184 b,1,Transit,2018,16.99573100,1.550,0.138,,
K2-185 b,1,Transit,2018,10.61664600,1.313,0.117,,
K2-186 b,1,Transit,2018,41.47421900,3.172,0.283,,
K2-187 b,1,Transit,2018,0.77392000,1.300,0.116,,
K2-187 c,1,Transit,2018,2.87204200,1.800,0.161,,
K2-187 d,1,Transit,2018,7.14921000,3.170,0.283,,
K2-187 e,1,Transit,2018,13.60987800,2.380,0.212,,
K2-188 b,1,Transit,2018,1.74216900,1.350,0.120,,
K2-188 c,1,Transit,2018,7.81025300,2.830,0.252,,
K2-189 b,1,Transit,2018,2.58830900,1.520,0.136,,
K2-189 c,1,Transit,2018,6.67919500,2.500,0.223,,
K2-19 b,1,Transit,2015,7.91940000,7.740,0.691,,
K2-19 c,1,Transit,2015,11.90715000,4.860,0.434,,
K2-19 d,1,Transit,2016,2.50856000,1.140,0.102,,
K2-190 b,1,Transit,2018,10.09885800,1.357,0.121,,
K2-190 c,1,Transit,2018,21.57402300,1.093,0.098,,
K2-191 b,1,Transit,2018,2.85864600,1.579,0.141,,
K2-192 b,1,Transit,2018,4.16281700,1.520,0.136,,
K2-193 b,1,Transit,2018,14.78688900,3.950,0.352,,
K2-194 b,1,Transit,2018,39.72138600,3.642,0.325,,
K2-195 b,1,Transit,2018,15.85297500,3.130,0.279,,
K2-195 c,1,Transit,2018,28.48278600,2.576,0.230,,
K2-196 b,1,Transit,2018,48.32422200,3.600,0.321,,
K2-197 b,1,Transit,2018,8.35788100,2.560,0.228,,
K2-198 b,1,Transit,2018,17.04286830,4.189,0.374,,
K2-198 c,1,Transit,2019,3.35960550,1.423,0.127,,
K2-198 d,1,Transit,2019,7.45001770,2.438,0.218,,
K2-199 b,1,Transit,2018,3.22533800,1.870,0.167,,
K2-199 c,1,Transit,2018,7.37469400,2.780,0.248,,
K2-200 b,1,Transit,2018,2.84988300,1.364,0.122,,
K2-201 b,1,Transit,2018,1.05979000,1.400,0.125,,
K2-201 c,1,Transit,2018,22.77987800,3.286,0.293,,
K2-202 b,1,Transit,2018,3.40516400,2.302,0.205,,
K2-203 b,1,Transit,2018,9.69510100,1.371,0.122,,
K2-204 b,1,Transit,2018,7.05578400,3.046,0.272,,
K2-205 b,1,Transit,2018,26.67226300,1.996,0.178,,
K2-206 b,1,Transit,2018,18.29454900,2.795,0.249,,
K2-207 b,1,Transit,2018,12.48749000,2.606,0.232,,
K2-208 b,1,Transit,2018,4.19094800,1.679,0.150,,
K2-209 b,1,Transit,2018,2.08061500,0.869,0.077,,
K2-21 b,1,Transit,2015,9.32503800,1.840,0.164,,
K2-21 c,1,Transit,2015,15.50192000,2.490,0.222,,
K2-210 b,1,Transit,2018,0.57023300,0.819,0.073,,
K2-211 b,1,Transit,2018,0.66955800,1.375,0.123,,
K2-212 b,1,Transit,2018,9.79551000,2.520,0.225,,
K2-213 b,1,Transit,2018,8.13087000,1.514,0.135,,
K2-214 b,1,Transit,2018,8.59680200,2.430,0.217,,
K2-215 b,1,Transit,2018,8.26964800,2.124,0.189,,
K2-216 b,1,Transit,2018,2.17480000,1.750,0.156,8.00000,0.02517
K2-217 b,1,Transit,2018,14.07452400,3.579,0.319,,
K2-218 b,1,Transit,2018,8.67988500,2.569,0.229,,
K2-219 b,1,Transit,2018,3.90128700,1.348,0.120,,
K2-219 c,1,Transit,2018,6.66767000,1.438,0.128,,
K2-219 d,1,Transit,2018,11.13727800,2.576,0.230,,
K2-22 b,1,Transit,2015,0.38107800,2.500,0.223,444.96200,1.40000
K2-220 b,1,Transit,2018,13.68325600,2.390,0.213,,
K2-221 b,1,Transit,2018,2.39909400,1.679,0.150,,
K2-222 b,1,Transit,2018,15.38706300,2.390,0.213,,
K2-223 b,1,Transit,2018,0.50565000,0.890,0.079,,
K2-223 c,1,Transit,2018,4.56327000,1.570,0.140,,
K2-224 b,1,Transit,2018,4.47904000,1.560,0.139,,
K2-224 c,1,Transit,2018,10.09489000,2.410,0.215,,
K2-225 b,1,Transit,2018,15.87209000,3.490,0.311,,
K2-226 b,1,Transit,2018,3.27108000,1.540,0.137,,
K2-227 b,1,Transit,2018,13.62183200,1.666,0.149,,
K2-228 b,1,Transit,2018,2.69828000,1.210,0.108,,
K2-229 b,1,Transit,2018,0.58426000,1.140,0.102,,
K2-229 c,1,Transit,2018,8.32727000,2.030,0.181,,
K2-230 b,1,Transit,2018,2.86041000,1.960,0.175,,
K2-231 b,1,Transit,2018,13.84190100,2.500,0.223,,
K2-232 b,1,Transit,2018,11.16845400,11.209,1.000,126.49634,0.39800
K2-233 b,1,Transit,2018,2.46750000,1.343,0.120,11.26000,0.03543
K2-233 c,1,Transit,2018,7.06005000,1.281,0.114,12.81000,0.04030
K2-233 d,1,Transit,2018,24.36450000,2.358,0.210,21.14000,0.06651
K2-237 b,1,Transit,2018,2.18055770,18.405,1.642,392.83788,1.23600
K2-238 b,1,Transit,2018,3.20466000,14.572,1.300,273.33380,0.86000
K2-239 b,1,Transit,2018,5.24000000,1.100,0.098,,
K2-239 c,1,Transit,2018,7.77500000,1.000,0.089,,
K2-239 d,1,Transit,2018,10.11500000,1.100,0.098,,
K2-24 b,1,Transit,2016,20.88977000,5.400,0.482,19.00000,0.05978
K2-24 c,1,Transit,2016,42.33910000,7.500,0.669,15.40000,0.04845
K2-240 b,1,Transit,2018,6.03400000,2.000,0.178,,
K2-240 c,1,Transit,2018,20.52300000,1.800,0.161,,
K2-241 b,1,Transit,2018,26.81990000,2.550,0.227,,
K2-242 b,1,Transit,2018,6.51389000,2.540,0.227,,
K2-243 b,1,Transit,2018,11.54182000,2.170,0.194,,
K2-243 c,1,Transit,2018,24.94598000,2.010,0.179,,
K2-244 b,1,Transit,2018,21.06884000,1.750,0.156,,
K2-245 b,1,Transit,2018,11.89307000,4.340,0.387,,
K2-246 b,1,Transit,2018,5.76918000,3.490,0.311,,
K2-247 b,1,Transit,2018,2.25021000,2.120,0.189,,
K2-247 c,1,Transit,2018,6.49424000,2.190,0.195,,
K2-248 b,1,Transit,2018,7.17256000,2.570,0.229,,
K2-249 b,1,Transit,2018,12.40900000,2.790,0.249,,
K2-25 b,1,Transit,2015,3.48455200,3.430,0.306,,
K2-250 b,1,Transit,2018,4.01457000,2.440,0.218,,
K2-251 b,1,Transit,2018,9.30075000,2.350,0.210,,
K2-252 b,1,Transit,2018,13.81513000,1.740,0.155,,
K2-253 b,1,Transit,2018,4.00167000,12.670,1.130,,
K2-254 b,1,Transit,2018,4.09639000,1.630,0.145,,
K2-254 c,1,Transit,2018,12.11839000,2.190,0.195,,
K2-255 b,1,Transit,2018,1.96417000,2.900,0.259,,
K2-256 b,1,Transit,2018,5.52011000,2.630,0.235,,
K2-257 b,1,Transit,2018,1.60588000,0.830,0.074,,
K2-258 b,1,Transit,2018,19.09210000,3.000,0.268,,
K2-259 b,1,Transit,2018,15.48043000,2.320,0.207,,
K2-26 b,1,Transit,2016,14.56650000,2.670,0.238,,
